identifier,birth_place,native_language,other_languages,age,sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,mp3_name
armenian5,"yerevan, armenia",armenian,russian greek,21.0,female,15.0,academic,usa,0.5 years,armenian5.mp3
armenian6,"armavir, russia",armenian,russian,23.0,male,11.0,academic,,0 years,armenian6.mp3
armenian7,"tehran, iran",armenian,farsi,31.0,male,10.0,academic,usa,3 years,armenian7.mp3
armenian8,"yerevan, armenia",armenian,russian,50.0,female,35.0,naturalistic,usa,15 years,armenian8.mp3
ashanti1,"accra, ghana",ashanti,french fanti,42.0,female,1.0,naturalistic,"ghana, usa",42 years,ashanti1.mp3
azerbaijani1,"naxcivan, azerbaijan",azerbaijani,russian,24.0,male,14.0,academic,usa,1 years,azerbaijani1.mp3
azerbaijani2,"baku, azerbaijan",azerbaijani,turkish russian farsi,42.0,female,40.0,naturalistic,usa,2 years,azerbaijani2.mp3
azerbaijani3,"baku, azerbaijan",azerbaijani,turkish arabic,31.0,male,16.0,academic,usa,2 years,azerbaijani3.mp3
azerbaijani4,"urmia, iran",azerbaijani,farsi turkish arabic,32.0,female,9.0,academic,usa,3 years,azerbaijani4.mp3
azerbaijani5,"urmia, iran",azerbaijani,farsi,37.0,male,14.0,academic,usa,3 years,azerbaijani5.mp3
azerbaijani6,"julfa, azerbaijan",azerbaijani,none,21.0,male,16.0,academic,usa,4 years,azerbaijani6.mp3
bafang1,"douala, cameroon",bafang,french,40.0,male,30.0,academic,usa,10 years,bafang1.mp3
bafang2,"douala, cameroon",bafang,french,38.0,male,6.0,academic,usa,5 years,bafang2.mp3
baga1,"conakry, guinea",baga,susu mandingo french,31.0,male,29.0,academic,usa,2 years,baga1.mp3
bai1,"jianchuan, yunnan, china",bai,mandarin,43.0,female,40.0,academic,,0 years,bai1.mp3
balanta ganja1,"koussi, senegal",balanta ganja,french wolof spanish creole mandingue,24.0,male,12.0,academic,,0 years,balanta ganja1.mp3
bambara1,"bamako, mali",bambara,french,15.5,female,12.0,academic,usa,0.4 years,bambara1.mp3
bambara2,"bamako, mali",bambara,french,26.0,female,18.0,academic,usa,2 years,bambara2.mp3
bambara3,"bamako, mali",bambara,french,22.0,male,12.0,academic,usa,0.25 years,bambara3.mp3
bambara4,"goudiri, senegal",bambara,pulaar portuguese wolof french,26.0,male,14.0,academic,,0 years,bambara4.mp3
bambara5,"segou, mali",bambara,french,23.0,female,21.0,academic,usa,1 years,bambara5.mp3
bamun1,"foumban, cameroon",bamun,french russian,31.0,female,15.0,academic,usa,2 years,bamun1.mp3
bari1,"khartoum, sudan",bari,arabic kresh,34.0,male,6.0,academic,usa,6 years,bari1.mp3
bari2,"khartoum, sudan",bari,arabic,36.0,male,7.0,academic,usa,5 years,bari2.mp3
basque1,"vizcaya, spain",basque,spanish,69.0,female,34.0,naturalistic,usa,35 years,basque1.mp3
basque2,"guernica, spain",basque,spanish,50.0,male,19.0,naturalistic,usa,30 years,basque2.mp3
bavarian1,"erding, bavaria, germany",bavarian,italian french,54.0,female,10.0,academic,"usa, uk",17 years,bavarian1.mp3
bavarian2,"berchtesgaden, germany",bavarian,french dutch,52.0,female,10.0,academic,usa,15 years,bavarian2.mp3
bayangi1,"garoua, cameroon",bayangi,french,34.0,male,5.0,naturalistic,"cameroon, usa",34 years,bayangi1.mp3
belarusan1,"chamiancy, vilejka, belarus",belarusan,russian,25.0,male,11.0,academic,,0 years,belarusan1.mp3
belarusan2,"minsk, belarus",belarusan,russian polish,43.0,female,12.0,academic,usa,5 years,belarusan2.mp3
belarusan3,"gomel, belarus",belarusan,russian,18.0,male,6.0,academic,,0 years,belarusan3.mp3
bengali1,"dhaka, bangladesh",bengali,hindi-urdu,23.0,male,16.0,academic,usa,1 years,bengali1.mp3
bengali2,"lusaka, zambia",bengali,french,25.0,female,2.0,naturalistic,usa,21 years,bengali2.mp3
bengali3,"dhaka, bangladesh",bengali,urdu hindi-urdu spanish,19.0,female,5.0,academic,usa,6 years,bengali3.mp3
bengali4,"chittagong, bangladesh",bengali,hindi-urdu spanish,24.0,male,6.0,academic,usa,5 years,bengali4.mp3
bengali5,"dhaka, bangladesh",bengali,urdu hindi,40.0,female,5.0,academic,usa,15 years,bengali5.mp3
bengali6,"jamshedpur, jharkhand, india",bengali,hindi,29.0,male,4.0,naturalistic,uk,2 years,bengali6.mp3
bengali7,"mymensingh, bangladesh",bengali,hindi urdu,49.0,male,6.0,academic,usa,5.5 years,bengali7.mp3
bengali8,"noakhali, bangladesh",bengali,urdu hindi,54.0,male,5.0,academic,usa,9 years,bengali8.mp3
bengali9,"kolkata, india",bengali,hindi,61.0,female,12.0,academic,usa,0.5 years,bengali9.mp3
bengali10,"dhaka, bangladesh",bengali,none,18.0,female,3.0,academic,usa,6 years,bengali10.mp3
bengali11,"durgapur, west bengal, india",bengali,hindi,34.0,male,3.5,academic,usa,8 years,bengali11.mp3
bengali12,"sylhet, bangladesh",bengali,urdu hindi,25.0,female,4.0,academic,usa,3 years,bengali12.mp3
bengali13,"dhaka, bangladesh",bengali,hindi urdu arabic,33.0,female,10.0,academic,usa,7 years,bengali13.mp3
bengali14,"kolkata, india",bengali,none,26.0,male,4.0,,,0 years,bengali14.mp3
bengali15,"dhaka, bangladesh",bengali,hindi urdu,46.0,female,8.0,academic,usa,14 years,bengali15.mp3
bengali16,"dhaka, bangladesh",bengali,none,24.0,female,6.0,academic,usa,1 years,bengali16.mp3
bengali17,"sylhet, bangladesh",bengali,hindi urdu,19.0,female,6.0,academic,usa,13 years,bengali17.mp3
bengali18,"dhaka, bangladesh",bengali,urdu,20.0,female,17.0,academic,usa,5 years,bengali18.mp3
bengali19,"hyderabad, telangana, india",bengali,hindi telugu,25.0,female,3.0,academic,usa,0.5 years,bengali19.mp3
bengali20,"chittagong, bangladesh",bengali,hindi,23.0,male,5.0,academic,usa,3.5 years,bengali20.mp3
bengali21,"sreepur, bangladesh",bengali,hindi,53.0,male,8.0,academic,usa,1.5 years,bengali21.mp3
bengali22,"satkhira, bangladesh",bengali,hindi urdu,49.0,male,7.0,academic,usa,14 years,bengali22.mp3
bengali23,"warrenton, virginia, usa",bengali,none,22.0,female,5.0,naturalistic,usa,22 years,bengali23.mp3
bengali24,"noakhali, bangladesh",bengali,urdu hindi,59.0,male,7.0,academic,usa,37 years,bengali24.mp3
bosnian1,"doboj, bosnia and herzegovina",bosnian,german russian,39.0,male,37.0,academic,usa,2 years,bosnian1.mp3
bosnian2,"sarajevo, bosnia and herzegovina",bosnian,slovenian,21.0,male,10.0,naturalistic,usa,0.1 years,bosnian2.mp3
bosnian3,"sarajevo, bosnia and herzegovina",bosnian,none,25.0,female,12.0,academic,usa,1.5 years,bosnian3.mp3
bosnian4,"travnik, bosnia and herzegovina",bosnian,none,20.0,male,11.0,academic,usa,1.3 years,bosnian4.mp3
bosnian5,"travnik, bosnia and herzegovina",bosnian,german,25.0,female,6.0,academic,usa,0.4 years,bosnian5.mp3
bosnian6,"zenica, bosnia and herzegovina",bosnian,none,29.0,female,22.0,naturalistic,usa,8 years,bosnian6.mp3
bosnian7,"gornji vakuf, bosnia and herzegovina",bosnian,german,24.0,female,10.0,academic,usa,1.3 years,bosnian7.mp3
bosnian8,"sarajevo, bosnia and herzegovina",bosnian,spanish,24.0,female,15.0,academic,usa,1.5 years,bosnian8.mp3
bosnian9,"sarajevo, bosnia and herzegovina",bosnian,german french italian,47.0,male,5.0,academic,"uk, usa, south africa",15 years,bosnian9.mp3
bosnian10,"gornji vakuf, bosnia and herzegovina",bosnian,spanish,31.0,female,15.0,academic,usa,8 years,bosnian10.mp3
bosnian11,"kotorsko, bosnia and herzegovina",bosnian,serbian croatian russian,51.0,male,31.0,naturalisic,usa,20.5 years,bosnian11.mp3
bosnian12,"zenica, bosnia and herzegovina",bosnian,french,27.0,male,5.0,academic,,0 years,bosnian12.mp3
bulgarian1,"plovdiv, bulgaria",bulgarian,russian,25.0,female,16.0,academic,usa,7 years,bulgarian1.mp3
bulgarian2,"sofia, bulgaria",bulgarian,russian,53.0,female,42.0,academic,usa,11 years,bulgarian2.mp3
bulgarian3,"sofia, bulgaria",bulgarian,russian,27.0,male,10.0,academic,usa,10 years,bulgarian3.mp3
bulgarian4,"plovdiv, bulgaria",bulgarian,russian,22.0,male,20.0,naturalistic,usa,2 years,bulgarian4.mp3
bulgarian5,"sofia, bulgaria",bulgarian,russian,23.0,male,14.0,academic,usa,9 years,bulgarian5.mp3
bulgarian6,"ruse, bulgaria",bulgarian,greek,27.0,male,11.0,naturalistic,,0 years,bulgarian6.mp3
bulgarian7,"stara zagora, bulgaria",bulgarian,spanish,18.0,male,13.0,academic,,0 years,bulgarian7.mp3
bulgarian8,"sofia, bulgaria",bulgarian,russian,31.0,female,8.0,academic,usa,6 years,bulgarian8.mp3
bulgarian9,"ruse, bulgaria",bulgarian,russian spanish,31.0,female,10.0,academic,usa,9 years,bulgarian9.mp3
bulgarian10,"dobrich, bulgaria",bulgarian,russian german serbian greek,21.0,female,15.0,academic,usa,2.5 years,bulgarian10.mp3
bulgarian11,"dobrich, bulgaria",bulgarian,russian german,24.0,male,16.0,academic,usa,2.5 years,bulgarian11.mp3
bulgarian12,"sofia, bulgaria",bulgarian,russian,30.0,female,9.0,academic,usa,8 years,bulgarian12.mp3
bulgarian13,"chirpan, bulgaria",bulgarian,macedonian french,20.0,male,9.0,academic,usa,10 years,bulgarian13.mp3
bulgarian14,"sofia, bulgaria",bulgarian,russian serbian arabic,46.0,male,30.0,academic,usa,14 years,bulgarian14.mp3
bulgarian15,"varna, bulgaria",bulgarian,spanish,22.0,male,10.0,naturalistic,usa,12 years,bulgarian15.mp3
bulgarian16,"kyustendil, bulgaria",bulgarian,german,21.0,male,6.0,academic,uk,0.1 years,bulgarian16.mp3
bulgarian17,"sofia, bulgaria",bulgarian,russian german french,31.0,female,9.0,naturalistic,usa,16 years,bulgarian17.mp3
bulgarian18,"razlog, bulgaria",bulgarian,none,20.0,male,10.0,academic,usa,1 years,bulgarian18.mp3
bulgarian19,"varna, bulgaria",bulgarian,none,34.0,female,10.0,academic,usa,12 years,bulgarian19.mp3
bulgarian20,"kyustendil, bulgaria",bulgarian,russian french,47.0,female,16.0,naturalistic,usa,20 years,bulgarian20.mp3
burmese1,"yangon, myanmar",burmese,none,35.0,female,11.0,academic,usa,1.5 years,burmese1.mp3
burmese2,"yangon, myanmar",burmese,chinese,29.0,male,7.0,naturalistic,singapore,5 years,burmese2.mp3
cameroon creole english1,"buea, cameroon",cameroon creole english,none,18.0,male,10.0,academic,usa,8 years,cameroon creole english1.mp3
cantonese1,"hong kong, china",cantonese,mandarin,22.0,female,12.0,academic,usa,1 years,cantonese1.mp3
cantonese2,"hong kong, china",cantonese,mandarin,20.0,male,13.0,academic,usa,0.3 years,cantonese2.mp3
cantonese3,"hong kong, china",cantonese,french mandarin,22.0,male,6.0,academic,uk,0.1 years,cantonese3.mp3
cantonese4,"fuzhou, fujian, china",cantonese,mandarin,29.0,female,13.0,academic,usa,4 years,cantonese4.mp3
cantonese5,"hong kong, china",cantonese,mandarin,18.0,male,14.0,academic,new zealand,0.7 years,cantonese5.mp3
cantonese6,"hong kong, china",cantonese,mandarin japanese,25.0,male,5.0,academic,,0 years,cantonese6.mp3
cantonese7,"hong kong, china",cantonese,mandarin,31.0,male,4.0,academic,canada,16 years,cantonese7.mp3
cantonese8,"hong kong, china",cantonese,french,23.0,female,2.0,academic,canada,15 years,cantonese8.mp3
cantonese9,"hong kong, china",cantonese,mandarin tagalog,22.0,male,7.0,academic,uk,5 years,cantonese9.mp3
cantonese10,"xiamen, fujian, china",cantonese,mandarin,25.0,female,3.0,academic,canada,0.5 years,cantonese10.mp3
cantonese11,"hong kong, china",cantonese,none,22.0,female,3.0,academic,,0 years,cantonese11.mp3
cantonese12,"macau, china",cantonese,mandarin norwegian portuguese,20.0,female,4.0,academic,canada,2.3 years,cantonese12.mp3
cantonese13,"hong kong, china",cantonese,mandarin,21.0,female,3.0,academic,,0 years,cantonese13.mp3
cantonese14,"hong kong, china",cantonese,mandarin,19.0,female,3.0,academic,uk,0.5 years,cantonese14.mp3
cantonese15,"qingyuan, guangdong, china",cantonese,hakka mandarin french,31.0,female,12.0,academic,usa,5.5 years,cantonese15.mp3
cantonese16,"hong kong, china",cantonese,french,29.0,female,3.0,academic,"usa, australia",4 years,cantonese16.mp3
cantonese17,"hong kong, china",cantonese,french mandarin japanese,26.0,female,3.0,academic,"uk, usa",15 years,cantonese17.mp3
cantonese18,"hong kong, china",cantonese,mandarin japanese,19.0,male,3.0,academic,,0 years,cantonese18.mp3
cantonese19,"hong kong, china",cantonese,mandarin,28.0,female,7.0,academic,usa,0.1 years,cantonese19.mp3
cantonese20,"hong kong, china",cantonese,mandarin japanese,18.0,male,3.0,academic,,0 years,cantonese20.mp3
cantonese21,"hong kong, china",cantonese,mandarin,18.0,female,4.0,naturalistic,,0 years,cantonese21.mp3
cantonese22,"hong kong, china",cantonese,none,30.0,female,3.0,academic,,0 years,cantonese22.mp3
cantonese23,"hong kong, china",cantonese,none,33.0,male,6.0,academic,,0 years,cantonese23.mp3
cantonese24,"hong kong, china",cantonese,mandarin,23.0,female,3.0,academic,usa,4 years,cantonese24.mp3
cantonese25,"hong kong, china",cantonese,mandarin,23.0,male,3.0,academic,,0 years,cantonese25.mp3
cantonese26,"hong kong, china",cantonese,none,26.0,female,6.0,academic,usa,10 years,cantonese26.mp3
cantonese27,"ho chi minh city, vietnam",cantonese,vietnamese,20.0,male,15.0,academic,usa,5 years,cantonese27.mp3
cantonese28,"guangzhou, china",cantonese,mandarin,25.0,female,7.0,academic,usa,4 years,cantonese28.mp3
cantonese29,"hong kong, china",cantonese,none,20.0,male,6.0,academic,usa,16 years,cantonese29.mp3
cantonese30,"guangzhou, china",cantonese,korean,25.0,female,6.0,academic,australia,1.5 years,cantonese30.mp3
cantonese31,"guangzhou, guangdong, china",cantonese,none,21.0,male,6.0,academic,usa,1 years,cantonese31.mp3
cantonese32,"fuzhou, fujian, china",cantonese,mandarin,26.0,female,7.0,academic,usa,2 years,cantonese32.mp3
cantonese33,"hong kong, china",cantonese,mandarin,25.0,female,7.0,academic,usa,2 years,cantonese33.mp3
cantonese34,"hong kong, china",cantonese,mandarin,19.0,male,6.0,academic,usa,2 years,cantonese34.mp3
cantonese35,"foshan, guangdong, china",cantonese,mandarin,21.0,male,9.0,academic,usa,4 years,cantonese35.mp3
cantonese36,"shunde, guangdong, china",cantonese,mandarin,27.0,female,6.0,academic,usa,0.5 years,cantonese36.mp3
carolinian1,"saipan, saipan, northern mariana islands",carolinian,chamorro chuukese,32.0,female,6.0,academic,usa,10 years,carolinian1.mp3
catalan1,"tarragona, spain",catalan,spanish french,39.0,male,13.0,academic,uk,0.2 years,catalan1.mp3
catalan2,"mataro, catalonia, spain",catalan,japanese,24.0,male,21.0,naturalistic,uk,3 years,catalan2.mp3
catalan3,"santiago, chile",catalan,spanish french german,51.0,female,11.0,naturalistic,usa,40 years,catalan3.mp3
catalan4,"barcelona, spain",catalan,spanish french,21.0,female,11.0,academic,finland,0.5 years,catalan4.mp3
catalan5,"barcelona, spain",catalan,spanish french,20.0,female,6.0,academic,usa,3 years,catalan5.mp3
catalan6,"valencia, spain",catalan,spanish french,55.0,female,35.0,academic,ireland,0.1 years,catalan6.mp3
cebuano1,"cebu, philippines",cebuano,none,21.0,female,1.0,naturalistic,philippines,21 years,cebuano1.mp3
cebuano2,"gingoog city, philippines",cebuano,tagalog,24.0,female,6.0,academic,usa,0.6 years,cebuano2.mp3
chaldean1,"baghdad, iraq",chaldean,french spanish japanese,41.0,male,5.0,naturalistic,usa,31 years,chaldean1.mp3
chaldean2,"baghdad, iraq",chaldean,arabic spanish,62.0,female,11.0,academic,usa,36 years,chaldean2.mp3
chamorro1,"saipan, saipan, northern mariana islands",chamorro,japanese,18.0,male,1.0,naturalistic,usa,0.2 years,chamorro1.mp3
charapa-spanish1,"lima, peru",charapa-spanish,korean,35.0,male,15.0,academic,usa,18.8 years,charapa-spanish1.mp3
chichewa1,"mulanje, malawi",chichewa,yao tumbuka,42.0,male,7.0,academic,"malawi, usa",42 years,chichewa1.mp3
chittagonian1,"chittagong, bangladesh",chittagonian,bengali hindi french arabic polish,39.0,male,12.0,academic,usa,9 years,chittagonian1.mp3
croatian1,"unije, croatia",croatian,italian german,81.0,female,16.0,academic,usa,66 years,croatian1.mp3
croatian2,"mostar, bosnia and herzegovina",croatian,italian spanish,35.0,female,10.0,academic,,0 years,croatian2.mp3
croatian3,"split, croatia",croatian,italian,44.0,female,10.0,academic,"new zealand, usa",0 years,croatian3.mp3
croatian4,"rijeka, croatia",croatian,italian,38.0,male,11.0,academic,usa,1 years,croatian4.mp3
croatian5,"tomislavgrad, bosnia and herzegovina",croatian,german,26.0,female,11.0,academic,usa,0.2 years,croatian5.mp3
croatian6,"doboj, bosnia and herzegovina",croatian,german,23.0,female,14.0,academic,usa,0.75 years,croatian6.mp3
croatian7,"rijeka, croatia",croatian,hungarian,21.0,female,7.0,academic,uk,0.1 years,croatian7.mp3
croatian8,"gospic, croatia",croatian,russian german,39.0,male,22.0,naturalistic,usa,17 years,croatian8.mp3
czech1,"prague, czech republic",czech,russian spanish,27.0,female,10.5,academic,usa,1.5 years,czech1.mp3
czech2,"velky osek, czech republic",czech,german,60.0,male,45.0,naturalistic,,0 years,czech2.mp3
czech3,"nachod, czech republic",czech,german,35.0,male,14.0,academic,usa,5.75 years,czech3.mp3
czech4,"prague, czech republic",czech,serbian russian german slovak,57.0,female,15.0,academic,usa,16 years,czech4.mp3
czech5,"klando, czech republic",czech,german slovak polish croatian,26.0,female,16.0,academic,"uk, usa",0.8 years,czech5.mp3
czech6,"ostrava, czech republic",czech,french spanish latin japanese,20.0,male,7.0,academic,,0 years,czech6.mp3
czech7,"ostrava, czech republic",czech,none,22.0,female,11.0,academic,usa,0.5 years,czech7.mp3
czech8,"pizen, czech republic",czech,none,21.0,female,7.0,naturalistic,usa,14 years,czech8.mp3
czech9,"prague, czech republic",czech,russian,38.0,male,23.0,academic,usa,4 years,czech9.mp3
danish1,"horsens, denmark",danish,kiswahili,45.0,female,11.0,academic,usa,8 years,danish1.mp3
danish2,"haslev, denmark",danish,french italian,37.0,female,8.0,academic,usa,4 years,danish2.mp3
danish3,"copenhagen, denmark",danish,german swedish,53.0,female,12.0,academic,usa,26 years,danish3.mp3
danish4,"aarhus, denmark",danish,french,21.0,female,11.0,academic,usa,0.25 years,danish4.mp3
danish5,"egvad, denmark",danish,german swedish,49.0,female,8.0,academic,usa,24 years,danish5.mp3
danish6,"alborg, denmark",danish,french,19.0,male,8.0,academic,,0 years,danish6.mp3
danish7,"copenhagen, denmark",danish,hebrew german,22.0,male,8.0,naturalistic,,0 years,danish7.mp3
danish8,"sunds, denmark",danish,german swedish norwegian,28.0,female,11.0,academic,usa,3.5 years,danish8.mp3
danish9,"aarhus, denmark",danish,norwegian swedish german thai japanese,44.0,male,10.0,academic,,0 years,danish9.mp3
dari1,"kabul, zoroastrian, afghanistan",dari,farsi urdu hindi-urdu,25.0,female,13.0,academic,usa,5 years,dari1.mp3
dari2,"kabul, afghanistan",dari,pashto,55.0,male,12.0,academic,usa,35 years,dari2.mp3
dari3,"kabul, afghanistan",dari,pashto urdu,20.0,male,12.0,academic,usa,8 years,dari3.mp3
dari4,"kabul, afghanistan",dari,urdu pashto,59.0,male,13.0,academic,usa,29 years,dari4.mp3
dari5,"kabul, afghanistan",dari,pashto french,56.0,female,32.0,naturalistic,usa,24 years,dari5.mp3
dari6,"kabul, afghanistan",dari,none,28.0,female,12.0,academic,usa,1 years,dari6.mp3
dari7,"kabul, afghanistan",dari,none,72.0,male,12.0,academic,usa,36 years,dari7.mp3
dari8,"kabul, afghanistan",dari,none,70.0,female,10.0,academic,usa,36 years,dari8.mp3
dari9,"ghazni, afghanistan",dari,urdu pashto german,22.0,female,14.0,academic,usa,4 years,dari9.mp3
dari10,"kabul, afghanistan",dari,pashto,25.0,male,18.0,academic,usa,4.5 years,dari10.mp3
dari11,"kabul, afghanistan",dari,urdu pashto,25.0,male,12.0,academic,usa,1.5 years,dari11.mp3
dinka1,"rumbek, boherat, sudan",dinka,arabic,39.0,male,33.0,academic,usa,5.5 years,dinka1.mp3
dutch1,"nijmegen, netherlands",dutch,german,38.0,male,13.0,academic,uk,0.1 years,dutch1.mp3
dutch2,"amsterdam, netherlands",dutch,french german,41.0,male,14.0,academic,uk,0.1 years,dutch2.mp3
dutch3,"alkmaar, netherlands",dutch,german esperanto,19.0,male,6.0,academic,,0 years,dutch3.mp3
dutch4,"bilzen, flanders, belgium",dutch,french,18.0,male,10.0,academic,,0 years,dutch4.mp3
dutch5,"rotterdam, netherlands",dutch,french german spanish portuguese italian,54.0,female,13.0,academic,usa,11 years,dutch5.mp3
dutch6,"brussels, belgium",dutch,french german,46.0,female,10.0,academic,usa,25 years,dutch6.mp3
dutch7,"amsterdam, netherlands",dutch,german french,68.0,male,10.0,academic,usa,4 years,dutch7.mp3
